"IMEI","Serial","StationID","Model","ModelNum","Grade","Failed","Color","Memory","Parts","BatteryHealthPercentage","UnlockStatus","DeviceLock","Carrier","MDM","SimLock","TimeTaken","CreatedTimeStamp","deviceDisconnect"
"359412088851575","F18VR6SNJCLJ","eze6","iPhone X","A1901","B1","BH-A,","Silver","64GB","{""Remarks"":""OEM"",""Data"":[{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Serial Number"",""FactorySerial"":""F18VR6SNJCLJ"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F18VR6SNJCLJ""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Main Board"",""FactorySerial"":""F3Y74840MGRJ3QPA"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F3Y74840MGRJ3QPA""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Battery"",""FactorySerial"":""F5D74679YXBHXRR9B"",""checkSum"":""null"",""CurrentSerial"":""F5D74679YXBHXRR9B""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Front Camera"",""FactorySerial"":""F0W74472NXJHK3H2A"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F0W74472NXJHK3H2A""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Back Camera"",""FactorySerial"":""DNL7464BD26H8MG1V"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DNL7464BD26H8MG1V""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""LCD"",""FactorySerial"":""FXV735338TFJ6DX9T+01013134812162078690815743"",""checkSum"":""null"",""CurrentSerial"":""FXV735338TFJ6DX9T+01013134812162078690815743""}]}","79","UNLK","Off","AT&T","No","Unlocked",NaN,"2021-09-20T16:06:59.00-04:00","2021-09-20 20:12:24"
"353043094152611","F2LVX3FDJCLJ","eze6","iPhone X","A1901","B1","","Silver","64GB","{""Remarks"":""OEM"",""Data"":[{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Serial Number"",""FactorySerial"":""F2LVX3FDJCLJ"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F2LVX3FDJCLJ""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Main Board"",""FactorySerial"":""F3Y75030EETJ3QPA"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F3Y75030EETJ3QPA""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Battery"",""FactorySerial"":""F8Y7504ALABHXRY90"",""checkSum"":""null"",""CurrentSerial"":""F8Y7504ALABHXRY90""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Front Camera"",""FactorySerial"":""G8R7506L967HNXMBX"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G8R7506L967HNXMBX""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Back Camera"",""FactorySerial"":""DNL75117Z6GH8MG1G"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DNL75117Z6GH8MG1G""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""LCD"",""FactorySerial"":""FX974468V64J6DX9G+0A950135801162081695817743"",""checkSum"":""null"",""CurrentSerial"":""FX974468V64J6DX9G+0A950135801162081695817743""}]}","83","UNLK","Off","AT&T","No","Unlocked",NaN,"2021-09-20T16:03:10.00-04:00","2021-09-20 20:12:08"
"353053096863925","G6TW2VYLJCL6","eze7","iPhone X","A1865","","iCloud Lock,","Space Gray","256GB","{""Remarks"":""OEM-Repair"",""Data"":[{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Serial Number"",""FactorySerial"":""G6TW2VYLJCL6"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G6TW2VYLJCL6""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Main Board"",""FactorySerial"":""G2C80160G30HP5JA"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G2C80160G30HP5JA""},{""currentCheckSum"":""SFhSUg=="",""Status"":""OEM-Repair"",""name"":""Battery"",""FactorySerial"":""F5D74440U47HXRR90"",""checkSum"":""SFhSUg=="",""CurrentSerial"":""F5D95142XK0xxxx9Q""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Front Camera"",""FactorySerial"":""G8R7471K6Q3HNXMB6"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G8R7471K6Q3HNXMB6""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Back Camera"",""FactorySerial"":""DN8752193RHH8MH1Q"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DN8752193RHH8MH1Q""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""LCD"",""FactorySerial"":""FXG74973LDFJ6DX9K+0A210122783158074626797743"",""checkSum"":""null"",""CurrentSerial"":""FXG74973LDFJ6DX9K+0A210122783158074626797743""}]}","100","UNLK","On","Verizon","No","Unlocked",NaN,"2021-09-16T18:44:57.00-04:00","2021-09-20 20:11:57"
"353042097838374","G6TW4BBKJCLJ","eze6","iPhone X","A1901","B2","","Silver","64GB","{""Remarks"":""OEM"",""Data"":[{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Serial Number"",""FactorySerial"":""G6TW4BBKJCLJ"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G6TW4BBKJCLJ""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Main Board"",""FactorySerial"":""G2C802316Q3J3QPA"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G2C802316Q3J3QPA""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Battery"",""FactorySerial"":""F8Y80140SWUHXRY9E"",""checkSum"":""null"",""CurrentSerial"":""F8Y80140SWUHXRY9E""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Front Camera"",""FactorySerial"":""G8R8014FAGPHNXMA3"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G8R8014FAGPHNXMA3""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Back Camera"",""FactorySerial"":""DNL75357S7FH8MG1B"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DNL75357S7FH8MG1B""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""LCD"",""FactorySerial"":""FXR750416SMJ6DX9E+0A005130824161075666808743"",""checkSum"":""null"",""CurrentSerial"":""FXR750416SMJ6DX9E+0A005130824161075666808743""}]}","81","UNLK","Off","AT&T","No","Unlocked",NaN,"2021-09-20T16:03:02.00-04:00","2021-09-20 20:11:07"
"359871979655140","F2LF9WM30D41","eze5","iPhone 12 Pro Max","A2342","A1","Microphone,","Gold","128GB","{""Remarks"":""N/A"",""Data"":[{""currentCheckSum"":"""",""Status"":""Non-OEM"",""name"":""Serial Number"",""FactorySerial"":""N/A"",""checkSum"":""N/A"",""notice"":"""",""CurrentSerial"":""F2LF9WM30D41""},{""currentCheckSum"":"""",""Status"":""Non-OEM"",""name"":""Main Board"",""FactorySerial"":""N/A"",""checkSum"":""N/A"",""notice"":"""",""CurrentSerial"":""F3X11020H7JP565C""},{""currentCheckSum"":""UTRDMg=="",""Status"":""Non-OEM"",""name"":""Battery"",""FactorySerial"":""N/A"",""checkSum"":""N/A"",""CurrentSerial"":""F8Y109111NMQ4C296""},{""currentCheckSum"":""TjBEUA=="",""Status"":""Non-OEM"",""name"":""Front Camera"",""FactorySerial"":""N/A"",""checkSum"":""N/A"",""notice"":"""",""CurrentSerial"":""F0W103306SWN0DP11""},{""currentCheckSum"":""SDFIVw=="",""Status"":""Non-OEM"",""name"":""Back Camera"",""FactorySerial"":""N/A"",""checkSum"":""N/A"",""notice"":"""",""CurrentSerial"":""DN81063JPFJH1HW4C""},[]]}","100","LK","Off","AT&T","No","Locked",NaN,"2021-09-20T15:56:12.00-04:00","2021-09-20 20:10:01"
"354245330090997","F2MFMEMP0D42","eze5","iPhone 12 Pro Max","A2342","A1","","Pacific Blue","128GB","{""Remarks"":""N/A"",""Data"":[{""currentCheckSum"":"""",""Status"":""Non-OEM"",""name"":""Serial Number"",""FactorySerial"":""N/A"",""checkSum"":""N/A"",""notice"":"""",""CurrentSerial"":""F2MFMEMP0D42""},{""currentCheckSum"":"""",""Status"":""Non-OEM"",""name"":""Main Board"",""FactorySerial"":""N/A"",""checkSum"":""N/A"",""notice"":"""",""CurrentSerial"":""F3X11831B3SP565C""},{""currentCheckSum"":""UTRDMA=="",""Status"":""Non-OEM"",""name"":""Battery"",""FactorySerial"":""N/A"",""checkSum"":""N/A"",""CurrentSerial"":""F5D1126679FQ4C097""},{""currentCheckSum"":""TjBEUQ=="",""Status"":""Non-OEM"",""name"":""Front Camera"",""FactorySerial"":""N/A"",""checkSum"":""N/A"",""notice"":"""",""CurrentSerial"":""DNM11413WU1N0DQ8E""},{""currentCheckSum"":""SDFIVw=="",""Status"":""Non-OEM"",""name"":""Back Camera"",""FactorySerial"":""N/A"",""checkSum"":""N/A"",""notice"":"""",""CurrentSerial"":""DN81151B0HWH1HW1H""},[]]}","100","LK","Off","AT&T","No","Locked",NaN,"2021-09-20T15:54:36.00-04:00","2021-09-20 20:07:09"
"354867090713375","G6TWWPQ1JCLJ","eze6","iPhone X","A1901","B1","","Silver","64GB","{""Remarks"":""OEM"",""Data"":[{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Serial Number"",""FactorySerial"":""G6TWWPQ1JCLJ"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G6TWWPQ1JCLJ""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Main Board"",""FactorySerial"":""G2C82450CHTJ3QPC"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G2C82450CHTJ3QPC""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Battery"",""FactorySerial"":""F8Y82421Y5CHXRYAG"",""checkSum"":""null"",""CurrentSerial"":""F8Y82421Y5CHXRYAG""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Front Camera"",""FactorySerial"":""F0W82230N53HK3H71"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F0W82230N53HK3H71""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Back Camera"",""FactorySerial"":""DNL8227575PH8MG2Y"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DNL8227575PH8MG2Y""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""LCD"",""FactorySerial"":""FXV75162L40J6DX97+0A010136822158076696793743"",""checkSum"":""null"",""CurrentSerial"":""FXV75162L40J6DX97+0A010136822158076696793743""}]}","86","UNLK","Off","AT&T","No","",NaN,"2021-09-20T15:45:29.00-04:00","2021-09-20 19:53:56"
"359409081524803","DNPVLAD7JCLJ","eze6","iPhone X","A1901","B1","BH-A,Proximity Sensor,","Silver","64GB","{""Remarks"":""OEM"",""Data"":[{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Serial Number"",""FactorySerial"":""DNPVLAD7JCLJ"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DNPVLAD7JCLJ""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Main Board"",""FactorySerial"":""F3Y743307F8J3QPA"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F3Y743307F8J3QPA""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Battery"",""FactorySerial"":""F5D7422BRNHHXRR9G"",""checkSum"":""null"",""CurrentSerial"":""F5D7422BRNHHXRR9G""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Front Camera"",""FactorySerial"":""G8R7413F9ZZHNXM4V"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G8R7413F9ZZHNXM4V""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Back Camera"",""FactorySerial"":""DN87412E868H8MH15"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DN87412E868H8MH15""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""LCD"",""FactorySerial"":""FXR73837Q6BJ6DX9T+01030127823162076652816743"",""checkSum"":""null"",""CurrentSerial"":""FXR73837Q6BJ6DX9T+01030127823162076652816743""}]}","76","UNLK","Off","AT&T","No","Unlocked",NaN,"2021-09-20T15:49:00.00-04:00","2021-09-20 19:57:42"
"354866094582661","GHLYC0Z1JCLJ","eze6","iPhone X","A1901","B2","","Silver","64GB","{""Remarks"":""OEM"",""Data"":[{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Serial Number"",""FactorySerial"":""GHLYC0Z1JCLJ"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""GHLYC0Z1JCLJ""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Main Board"",""FactorySerial"":""F3Y822307XGJ3QPC"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F3Y822307XGJ3QPC""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Battery"",""FactorySerial"":""F5D8513DMK3HXRRAY"",""checkSum"":""null"",""CurrentSerial"":""F5D8513DMK3HXRRAY""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Front Camera"",""FactorySerial"":""G8R7515GJ1EHNXMA9"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G8R7515GJ1EHNXMA9""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Back Camera"",""FactorySerial"":""DNL84210M8TH8MG1T"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DNL84210M8TH8MG1T""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""LCD"",""FactorySerial"":""FXR752515EMJ6DX9A+0A005138814161074702810743"",""checkSum"":""null"",""CurrentSerial"":""FXR752515EMJ6DX9A+0A005138814161074702810743""}]}","88","UNLK","Off","","No","Unlocked",NaN,"2021-09-20T15:43:28.00-04:00","2021-09-20 19:57:41"
"354870090124015","G6TWC1DSJCLJ","eze6","iPhone X","A1901","B1","BH-A,","Silver","64GB","{""Remarks"":""OEM"",""Data"":[{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Serial Number"",""FactorySerial"":""G6TWC1DSJCLJ"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G6TWC1DSJCLJ""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Main Board"",""FactorySerial"":""G2C809200LRJ3QPA"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G2C809200LRJ3QPA""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Battery"",""FactorySerial"":""F5D80338QJMHXRRAU"",""checkSum"":""null"",""CurrentSerial"":""F5D80338QJMHXRRAU""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Front Camera"",""FactorySerial"":""G8R8036A133HNXM4U"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G8R8036A133HNXM4U""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Back Camera"",""FactorySerial"":""DNL74720LFNH8MG2W"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DNL74720LFNH8MG2W""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""LCD"",""FactorySerial"":""FXN72773Z3FJ6DX94+03016145840162077741814743"",""checkSum"":""null"",""CurrentSerial"":""FXN72773Z3FJ6DX94+03016145840162077741814743""}]}","76","UNLK","Off","AT&T","No","Unlocked",NaN,"2021-09-20T15:43:15.00-04:00","2021-09-20 19:57:03"
"354864091739749","DNPWWFW4JCLJ","eze7","iPhone X","A1901","B1","BH-A,","Silver","64GB","{""Remarks"":""OEM-Repair"",""Data"":[{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Serial Number"",""FactorySerial"":""DNPWWFW4JCLJ"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DNPWWFW4JCLJ""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Main Board"",""FactorySerial"":""F3X8255003KJ3QPC"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F3X8255003KJ3QPC""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Battery"",""FactorySerial"":""F5D7445H3V9HXRR9Y"",""checkSum"":""null"",""CurrentSerial"":""F5D7445H3V9HXRR9Y""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Front Camera"",""FactorySerial"":""F0W80140QDVHK3H7M"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F0W80140QDVHK3H7M""},{""currentCheckSum"":""SDhNRw=="",""Status"":""OEM-Repair"",""name"":""Back Camera"",""FactorySerial"":""DN880229DTSH8MH3U"",""checkSum"":""SDhNSA=="",""notice"":"""",""CurrentSerial"":""DNL9181035Axxxx1K""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""LCD"",""FactorySerial"":""FXT732268WCJ6DX9Q+03024125799163076644818743"",""checkSum"":""null"",""CurrentSerial"":""FXT732268WCJ6DX9Q+03024125799163076644818743""}]}","79","UNLK","Off","AT&T","No","Unlocked",NaN,"2021-09-20T15:14:27.00-04:00","2021-09-20 19:18:03"
"354871095309726","GHLYQ0G2JCLJ","eze6","iPhone X","A1901","B2","","Silver","64GB","{""Remarks"":""OEM"",""Data"":[{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Serial Number"",""FactorySerial"":""GHLYQ0G2JCLJ"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""GHLYQ0G2JCLJ""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Main Board"",""FactorySerial"":""F3X919504ASJ3QPD"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F3X919504ASJ3QPD""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Battery"",""FactorySerial"":""F8Y9193090ZHXRYAJ"",""checkSum"":""null"",""CurrentSerial"":""F8Y9193090ZHXRYAJ""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Front Camera"",""FactorySerial"":""G8R9182A4JBHNXMA7"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G8R9182A4JBHNXMA7""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Back Camera"",""FactorySerial"":""DNL82423C5LH8MG21"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DNL82423C5LH8MG21""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""LCD"",""FactorySerial"":""FXD7524B8YMJ6DX94+0A541138830156077708784743"",""checkSum"":""null"",""CurrentSerial"":""FXD7524B8YMJ6DX94+0A541138830156077708784743""}]}","86","UNLK","Off","","No","Unlocked",NaN,"2021-09-20T15:43:22.00-04:00","2021-09-20 19:56:46"
"353046090661568","FK1VTXEWJCLJ","eze6","iPhone X","A1901","B1","","Silver","64GB","{""Remarks"":""OEM"",""Data"":[{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Serial Number"",""FactorySerial"":""FK1VTXEWJCLJ"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""FK1VTXEWJCLJ""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Main Board"",""FactorySerial"":""F3X74910TTUJ3QPA"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F3X74910TTUJ3QPA""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Battery"",""FactorySerial"":""F5D746240J5HXRR89"",""checkSum"":""null"",""CurrentSerial"":""F5D746240J5HXRR89""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Front Camera"",""FactorySerial"":""G8R7491LA2RHNXMB3"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G8R7491LA2RHNXMB3""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Back Camera"",""FactorySerial"":""DN87423A8G8H8MH1H"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DN87423A8G8H8MH1H""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""LCD"",""FactorySerial"":""FXD7415C8S8J6DX91+03544117785162077606816743"",""checkSum"":""null"",""CurrentSerial"":""FXD7415C8S8J6DX91+03544117785162077606816743""}]}","80","UNLK","Off","AT&T","No","Unlocked",NaN,"2021-09-20T15:42:49.00-04:00","2021-09-20 19:56:10"
"353044094007334","F17VWWKAJCLJ","eze5","iPhone X","A1901","B1","","Silver","64GB","{""Remarks"":""OEM"",""Data"":[{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Serial Number"",""FactorySerial"":""F17VWWKAJCLJ"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F17VWWKAJCLJ""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Main Board"",""FactorySerial"":""F3Y74922BX7J3QPA"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F3Y74922BX7J3QPA""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Battery"",""FactorySerial"":""F8Y750420G1HXRY92"",""checkSum"":""null"",""CurrentSerial"":""F8Y750420G1HXRY92""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Front Camera"",""FactorySerial"":""G8R7502P72BHNXM4P"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G8R7502P72BHNXM4P""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Back Camera"",""FactorySerial"":""DNL75074402H8MG1F"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DNL75074402H8MG1F""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""LCD"",""FactorySerial"":""FXR73736WQEJ6DX94+01027128808161073657810743"",""checkSum"":""null"",""CurrentSerial"":""FXR73736WQEJ6DX94+01027128808161073657810743""}]}","90","UNLK","Off","AT&T","No","",NaN,"2021-09-20T15:37:25.00-04:00","2021-09-20 19:53:16"
"359404089791140","G6TVV85CJCLH","eze6","iPhone X","A1901","B1","BH-A,Jailbroken,","Space Gray","64GB","{""Remarks"":""OEM"",""Data"":[{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Serial Number"",""FactorySerial"":""G6TVV85CJCLH"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G6TVV85CJCLH""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Main Board"",""FactorySerial"":""C077493030BJ3QPA"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""C077493030BJ3QPA""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Battery"",""FactorySerial"":""F5D749420KGHXRR9M"",""checkSum"":""null"",""CurrentSerial"":""F5D749420KGHXRR9M""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Front Camera"",""FactorySerial"":""G8R749178MPHNXMBP"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G8R749178MPHNXMBP""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Back Camera"",""FactorySerial"":""DNL7483B40KH8MG1S"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DNL7483B40KH8MG1S""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""LCD"",""FactorySerial"":""FXR73777HPUJ6DX9Z+01029132795163078675819743"",""checkSum"":""null"",""CurrentSerial"":""FXR73777HPUJ6DX9Z+01029132795163078675819743""}]}","79","UNLK","Off","AT&T","No","Unlocked",NaN,"2021-09-20T15:41:52.00-04:00","2021-09-20 19:51:15"
"354863090523468","G6TWRCTHJCLH","eze6","iPhone X","A1901","B1","BH-A,","Space Gray","64GB","{""Remarks"":""OEM"",""Data"":[{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Serial Number"",""FactorySerial"":""G6TWRCTHJCLH"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G6TWRCTHJCLH""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Main Board"",""FactorySerial"":""G2C821406XKJ3QPC"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G2C821406XKJ3QPC""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Battery"",""FactorySerial"":""F5D7433EH6SHXRR9G"",""checkSum"":""null"",""CurrentSerial"":""F5D7433EH6SHXRR9G""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Front Camera"",""FactorySerial"":""F0W80150ELSHK3H2T"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F0W80150ELSHK3H2T""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Back Camera"",""FactorySerial"":""DNL82073B44H8MG2U"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DNL82073B44H8MG2U""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""LCD"",""FactorySerial"":""FXT7497915SJ6DX9N+0A035134794161077689809743"",""checkSum"":""null"",""CurrentSerial"":""FXT7497915SJ6DX9N+0A035134794161077689809743""}]}","75","UNLK","Off","AT&T","No","Unlocked",NaN,"2021-09-20T15:41:44.00-04:00","2021-09-20 19:48:20"
"354876090408936","DNPWF8QHJCLJ","eze5","iPhone X","A1901","B1","","Silver","64GB","{""Remarks"":""OEM"",""Data"":[{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Serial Number"",""FactorySerial"":""DNPWF8QHJCLJ"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DNPWF8QHJCLJ""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Main Board"",""FactorySerial"":""F3Y80540BW2J3QPA"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F3Y80540BW2J3QPA""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Battery"",""FactorySerial"":""F8Y80214H74HXRY92"",""checkSum"":""null"",""CurrentSerial"":""F8Y80214H74HXRY92""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Front Camera"",""FactorySerial"":""F0W80251FLUHK3H73"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F0W80251FLUHK3H73""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Back Camera"",""FactorySerial"":""DNL80415EBFH8MG1L"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DNL80415EBFH8MG1L""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""LCD"",""FactorySerial"":""FXM751112K8J6DX9N+0A005123774153075635770743"",""checkSum"":""null"",""CurrentSerial"":""FXM751112K8J6DX9N+0A005123774153075635770743""}]}","80","UNLK","Off","AT&T","No","Unlocked",NaN,"2021-09-20T15:22:41.00-04:00","2021-09-20 19:48:09"
